tipo,score,name_sim,cat_sim,med_sim,est_sim,col_sim,mat_sim,fab_sim,cod_sim,des_sim,items_sim,precio_diff,precio_rel,costo_diff,costo_rel,id1,local1,nombre1,categoria1,medida1,estado1,color1,material1,fabricante1,codigo1,descripcion1,precio_venta1,precio_costo1,cantidad1,is_combo1,items_sig1,id2,local2,nombre2,categoria2,medida2,estado2,color2,material2,fabricante2,codigo2,descripcion2,precio_venta2,precio_costo2,cantidad2,is_combo2,items_sig2
producto,0.987,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,144000.0,0.4768,0.0,0.0,487,Longchamps,placard millenium 22,dormitorio,,Nuevo,bambu,melamina,mosconi,,,158000.00,0.00,1,0,,202,Longchamps,placard millenium 24,dormitorio,,Nuevo,bambu,melamina,mosconi,,,302000.00,0.00,1,0,
producto,0.987,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64100.0,0.2886,0.0,0.0,487,Longchamps,placard millenium 22,dormitorio,,Nuevo,bambu,melamina,mosconi,,,158000.00,0.00,1,0,,486,Longchamps,placard millenium 23,dormitorio,,Nuevo,bambu,melamina,mosconi,,,222100.00,0.00,2,0,
producto,0.987,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,251000.0,0.6137,0.0,0.0,487,Longchamps,placard millenium 22,dormitorio,,Nuevo,bambu,melamina,mosconi,,,158000.00,0.00,1,0,,491,Longchamps,placard millenium 26,dormitorio,,Nuevo,bambu,melamina,mosconi,,,409000.00,0.00,1,0,
producto,0.987,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79900.0,0.2646,0.0,0.0,202,Longchamps,placard millenium 24,dormitorio,,Nuevo,bambu,melamina,mosconi,,,302000.00,0.00,1,0,,486,Longchamps,placard millenium 23,dormitorio,,Nuevo,bambu,melamina,mosconi,,,222100.00,0.00,2,0,
producto,0.987,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,107000.0,0.2616,0.0,0.0,202,Longchamps,placard millenium 24,dormitorio,,Nuevo,bambu,melamina,mosconi,,,302000.00,0.00,1,0,,491,Longchamps,placard millenium 26,dormitorio,,Nuevo,bambu,melamina,mosconi,,,409000.00,0.00,1,0,
producto,0.987,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,186900.0,0.457,0.0,0.0,486,Longchamps,placard millenium 23,dormitorio,,Nuevo,bambu,melamina,mosconi,,,222100.00,0.00,2,0,,491,Longchamps,placard millenium 26,dormitorio,,Nuevo,bambu,melamina,mosconi,,,409000.00,0.00,1,0,
producto,0.987,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,107000.0,0.2616,0.0,0.0,203,Longchamps,placard millenium 24,dormitorio,,Nuevo,blanco,melamina,mosconi,,,302000.00,0.00,1,0,,489,Longchamps,placard millenium 26,dormitorio,,Nuevo,blanco,melamina,mosconi,,,409000.00,0.00,1,0,
producto,0.987,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,144000.0,0.4768,0.0,0.0,203,Longchamps,placard millenium 24,dormitorio,,Nuevo,blanco,melamina,mosconi,,,302000.00,0.00,1,0,,496,Longchamps,placard millenium 22,dormitorio,,Nuevo,blanco,melamina,mosconi,,,158000.00,0.00,1,0,
producto,0.987,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,251000.0,0.6137,0.0,0.0,489,Longchamps,placard millenium 26,dormitorio,,Nuevo,blanco,melamina,mosconi,,,409000.00,0.00,1,0,,496,Longchamps,placard millenium 22,dormitorio,,Nuevo,blanco,melamina,mosconi,,,158000.00,0.00,1,0,
producto,0.987,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,186900.0,0.457,0.0,0.0,485,Longchamps,placard millenium 23,dormitorio,,Nuevo,green,melamina,mosconi,,,222100.00,0.00,3,0,,488,Longchamps,placard millenium 26,dormitorio,,Nuevo,green,melamina,mosconi,,,409000.00,0.00,1,0,
producto,0.9863,0.9474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,118000.0,0.5175,0.0,0.0,197,Longchamps,tobogan 4 escalones,infantil,,Nuevo,rosa,plastico,,,,228000.00,0.00,1,0,,382,Vidriera,tobogan 2 escalones,infantil,,Nuevo,rosa,plastico,,,,110000.00,0.00,1,0,
producto,0.9863,0.9474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14000.0,0.0579,0.0,0.0,874,Longchamps,tobogan 5 escalones,infantil,,Nuevo,amarillo,plastico,,,,242000.00,0.00,4,0,,876,Longchamps,tobogan 4 escalones,infantil,,Nuevo,amarillo,plastico,,,,228000.00,0.00,1,0,
producto,0.9863,0.9474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14000.0,0.0579,0.0,0.0,875,Longchamps,tobogan 5 escalones,infantil,,Nuevo,verde,plastico,,,,242000.00,0.00,1,0,,878,Longchamps,tobogan 4 escalones,infantil,,Nuevo,verde,plastico,,,,228000.00,0.00,1,0,
producto,0.9863,0.9796,1.0,1.0,1.0,1.0,1.0,0.9032,1.0,1.0,1.0,0.0,0.0,0.0,0.0,294,Vidriera,silla abby doble respaldo,dormitorio,,Nuevo,,caño,seleccion muebles,,,100000.00,0.00,6,0,,683,Longchamps,silla aby doble respaldo,dormitorio,,Nuevo,,caño,seccion mueble,,,100000.00,0.00,12,0,
combo,0.986,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9804,45000.0,0.1084,0.0,0.0,593,Longchamps,conjunto colchon gold jackard con pillow,conjuntos,1 plaza,Nuevo,,espuma,taurus,,,415000.00,0.00,0,1,"box|box|1 plaza|nuevo|negro|taurus:1,colchon gold jackard con pillow|colchones|1 plaza|nuevo||taurus:1",594,Longchamps,conjunto colchon gold jackard sin pillow,conjuntos,1 plaza,Nuevo,,espuma,taurus,,,370000.00,0.00,0,1,"box|box|1 plaza|nuevo|negro|taurus:1,colchon gold jackard sin pillow|colchones|1 plaza|nuevo||taurus:1"
producto,0.9855,0.9444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16000.0,0.2319,0.0,0.0,68,Estacion,colchon eco 17alto,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,69000.00,0.00,1,0,,97,Longchamps,colchon eco 13alto,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,53000.00,0.00,6,0,
producto,0.9855,0.9444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16000.0,0.2319,0.0,0.0,68,Estacion,colchon eco 17alto,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,69000.00,0.00,1,0,,67,Estacion,colchon eco 13alto,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,53000.00,0.00,1,0,
producto,0.9855,0.9444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16000.0,0.2319,0.0,0.0,68,Estacion,colchon eco 17alto,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,69000.00,0.00,1,0,,205,Vidriera,colchon eco 13alto,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,53000.00,0.00,3,0,
producto,0.9855,0.9444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16000.0,0.2319,0.0,0.0,97,Longchamps,colchon eco 13alto,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,53000.00,0.00,6,0,,206,Vidriera,colchon eco 17alto,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,69000.00,0.00,1,0,
producto,0.9855,0.9444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16000.0,0.2319,0.0,0.0,206,Vidriera,colchon eco 17alto,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,69000.00,0.00,1,0,,67,Estacion,colchon eco 13alto,dormitorio,1 plaza,Nuevo,,espuma,taurus,,,53000.00,0.00,1,0,
