cluster,id,local,old_nombre,new_nombre,old_precio_venta,new_precio_venta,old_precio_costo,new_precio_costo,old_categoria,new_categoria,old_medida,new_medida,old_estado,new_estado,old_color,new_color,old_material,new_material,old_fabricante,new_fabricante,old_codigo,new_codigo,old_descripcion,new_descripcion,is_combo
369,415,Vidriera,cocina master style,cocina master style,658000.00,658000.0,0.00,0.0,cocina,cocina,,,Nuevo,Nuevo,acero,negro,,acero,escorial,escorial,,,,,0
369,417,Vidriera,cocina master style,cocina master style,574000.00,658000.0,0.00,0.0,cocina,cocina,,,Nuevo,Nuevo,negro,negro,,acero,escorial,escorial,,,,,0
369,247,Longchamps,cocina master style,cocina master style,574000.00,658000.0,0.00,0.0,cocina,cocina,,,Nuevo,Nuevo,negro,negro,acero,acero,escorial,escorial,,,,,0
369,638,Estacion,cocina master style,cocina master style,630000.00,658000.0,0.00,0.0,cocina,cocina,,,Nuevo,Nuevo,,negro,gas natural convertible,acero,escorial,escorial,,,,,0
373,297,Vidriera,silla ella,silla ella,67000.00,67000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,gris,caño,caño,maña,maña,,,,,0
373,556,Estacion,silla ela,silla ella,66670.00,67000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,gris,gris,caño,caño,seba maña,maña,,,,,0
373,645,Longchamps,silla ella,silla ella,67000.00,67000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,.,gris,caño,caño,.,maña,,,,,0
374,298,Vidriera,silla reyna,silla reyna,103500.00,104000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,flores,caño,caño,lucy,lucy,,,,,0
374,561,Estacion,silla reyna,silla reyna,103400.00,104000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,flores,flores,caño,caño,lucy,lucy,,,,,0
374,648,Longchamps,silla reyna,silla reyna,104000.00,104000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,.,flores,caño,caño,.,lucy,,,,,0
376,300,Vidriera,silla la nueva,silla la nueva,58000.00,58000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,gris,caño,caño,ezequiel,ezequiel,,,,,0
376,557,Estacion,silla la nueva,silla la nueva,58000.00,58000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,gris,gris,caño,caño,ezequiel,ezequiel,,,,,0
376,688,Longchamps,silla la nueva,silla la nueva,58000.00,58000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,gris,caño,caño,ezequiel,ezequiel,,,,,0
378,302,Vidriera,silla adriana,silla adriana,56500.00,57000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,marron,caño,caño,ezequiel,ezequiel,,,,,0
378,558,Estacion,silla adriana,silla adriana,56400.00,57000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,marron,marron,caño,caño,ezequiel,ezequiel,,,,,0
378,684,Longchamps,silla adriana,silla adriana,57000.00,57000.0,0.00,0.0,comedor,comedor,,,Nuevo,Nuevo,,marron,caño,caño,ezequiel,ezequiel,,,,,0
382,493,Longchamps,placard alto,placard alto,320000.00,320000.0,0.00,0.0,dormitorio,dormitorio,"1,60m","1,60m",Nuevo,Nuevo,.,,pino,pino,.,santa ana,,,,,0
382,535,Longchamps,placard alto,placard alto,320000.00,320000.0,0.00,0.0,dormitorio,dormitorio,"1,60m","1,60m",Nuevo,Nuevo,,,pino,pino,santa ana,santa ana,,,,,0
